issue_key,summary,status,resolution,priority,project,components,labels,environment,product,team,root_cause_extracted,fix_applied_extracted,workaround_extracted,key_findings,error_signature,fix_pattern,defect_type,failure_area,quality_score,is_fixed,is_cancelled,created,resolved
BACS-18298,Insight Builder - re-open widgets does not work,Fixed,Fixed,High,BACS,,BMS_Drop2; Betadrop2b; Drop3.1_Proposed; Onboarding_Blocker,,PSJIRA,Zimmer,,The issue was resolved after enabling the IB Publish feature.,,,,UI-Frontend,access issue,PSJIRA | Zimmer,0.71,True,False,2025-05-19,2025-05-26
BACS-18290,BACS - Re-Run fails everytime - Pulaski County Schools // BACS | North Country Hospital | Rerun has repeatedly failed,Fixed,Fixed,High,BACS,Partner Portal: Asset Modelling; Partner Portal: Org Site Management,BACS_Drop1_GA; HBS_Drop2; HBS_HighPriority; HBS_L3_Support; Priority57; jira_escalated,,PSJIRA,Data Fabric,Data consistency validation failed due to duplicate asset IDs for updated assets.,Training was provided to the AOC team on renaming assets and avoiding specific scenarios.,Training on asset renaming and avoiding problematic scenarios.,Duplicate asset IDs caused validation failures during re-runs.,failed; 500; failure,UI-Frontend,functional bug,"Partner Portal: Asset Modelling, Partner Portal: Org Site Management | PSJIRA | Data Fabric",1.0,True,False,2025-05-19,2025-06-28
BACS-18257,Titan - CEM SKU is not find if customer only searches for CEM,Fixed,Fixed,High,BACS,,BETA_EU; BMS_Drop2; Betadrop2b; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,CS_Crossfunctional,"The issue was with the SAP team, as searching for CEM SKUs required alternate strings.","The IT team identified a fix, which was applied in QA.",,Searching with alternate strings like 'BMS-CEM' worked.,failed,UI-Frontend,functional bug,PSJIRA | CS_Crossfunctional,0.95,True,False,2025-05-19,2025-07-01
BACS-18247,Model publish failing as Duplicate ENUM Groups appearing in UI when delta points are added with same local enums,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling,DigitalOps; DigitalOpsReview; NoFF; jira_escalated,,PSJIRA,Phoenix,Duplicate ENUM groups appeared in the UI when delta points were added with the same local enums.,"The PostgreSQL function was updated, resolving the issue.",,The issue was resolved by updating the database function.,Duplicate,Data Sync-Integration,data issue,Partner Portal: Asset Modelling | PSJIRA | Phoenix,1.0,True,False,2025-05-19,2025-06-17
BACS-18233,"[Migration] Single Site - Single G/W: Same customer, site exists in RBM migration is failing",Fixed,Fixed,Critical,BACS,,DigiOpsReview; HBS_Drop2; MigrationTool; Priority57,,PSJIRA,Titan,,,,,duplicate,Data Cleanup,data issue,PSJIRA | Titan,0.44,True,False,2025-05-16,2025-06-26
BACS-18219,RBM: Current German Translation not accepted by user,Fixed,Fixed,Urgent,BACS,,BMS_Drop2; Betadrop2b; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Go Green,The German translation for RBM strings was not accepted by the user.,Translations were corrected for the strings mentioned in the defect.,,A complete review of all strings is pending and will be integrated later.,,UI-Frontend,unknown,PSJIRA | Go Green,0.89,True,False,2025-05-16,2025-05-27
BACS-18218,RBM: Engineering Unit klx isn't shown in RBM,Fixed,Fixed,High,BACS,,BMS_Drop2; Betadrop2b; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Go Green,The engineering unit 'klx' was not displayed for specific points in RBM.,The unit was verified to be displayed correctly after QA promotion.,,,,UI-Frontend,unknown,PSJIRA | Go Green,0.89,True,False,2025-05-16,2025-05-21
BACS-18217,DF: History Configuration - enable for all app associated points,Fixed,Fixed,High,BACS,Partner Portal: Asset Modelling,BMS_Drop2; Betadrop2b; Drop3.2_Proposed; EU_GA_Plan; Onboarding_Blocker; Priority57,,PSJIRA,Data Fabric UI-API,History was not enabled for points associated with apps without user selection.,History was enabled for points associated with apps as part of BACS-18798.,In the current BACS flow user is expected to enable history manually -Drop3.1 Proposed,The remaining scope of work will be implemented as part of BACS-12030.,failure,Config-Environment,configuration issue,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,1.0,True,False,2025-05-16,2025-06-18
BACS-18214,DF: User defined column configuration is not saved,Fixed,Fixed,Medium,BACS,,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Phoenix,User-defined column configurations were not being saved across sessions.,"Critical columns were set to show by default, and user preferences for column changes were retained for the session.",,Changes to user-defined columns will not persist across sessions.,,Config-Environment,configuration issue,PSJIRA | Phoenix,0.89,True,False,2025-05-16,2025-05-27
BACS-18174,Incorrect Organization Hierarchy,Fixed,Fixed,None,BACS,Partner Portal: User Management,OrganisationManagement,,PSJIRA,FL-Warriors,,Issue was verified in QAA and confirmed to be working fine.,,Customers are displayed on the User Management page based on the hierarchy.,,Access-Authorization,access issue,Partner Portal: User Management | PSJIRA | FL-Warriors,0.76,True,False,2025-05-15,2025-05-23
BACS-18154,DF-Pitfall. Customer added assets points and published multiple times without seeing new assets in RBM,Fixed,Fixed,High,BACS,Partner Portal: Asset Modelling,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Phoenix,Validation was showing the total points count and count associated to apps.,"Issue was verified in Stage, and the validation was corrected to show the total points count and count associated to apps.",,"The UX shared had different denominators, leading to confusion about the points calculation.",missing,Data Sync-Integration,integration issue,Partner Portal: Asset Modelling | PSJIRA | Phoenix,1.0,True,False,2025-05-15,2025-06-02
BACS-18146,DF: UI Close filter - greyed out but functional.,Fixed,Fixed,Low,BACS,Partner Portal: Asset Modelling,BETA_EU; BMS_Drop2; Betadrop2b; Drop4; Onboarding_Blocker,,PSJIRA,Data Fabric UI-API,"The close filter button was grayed out but still functional, causing confusion.","The close button color was changed to match the dropdown icon, and the issue was verified in both staging and production environments.",,,,UI-Frontend,environment issue,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,0.94,True,False,2025-05-15,2025-07-14
BACS-18145,Changing timeprogram and model sync causes long waiting time 2 times 4mins.. = 8min to continue in DF.,Fixed,Fixed,High,BACS,Partner Portal: Asset Modelling; Partner Portal: Data Contextualization,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.3_Proposed; EU_GA_Plan; Onboarding_Blocker; Priority57,,PSJIRA,Go Green,"Model sync events were triggered unnecessarily, causing delays in the process.","Delta model identification was implemented to avoid triggering redundant model sync events, and automatic transitions of onboarding states were removed.",,Schedules and time program changes should not trigger model sync to prevent site card movement.,duplicate,Data Sync-Integration,integration issue,"Partner Portal: Asset Modelling, Partner Portal: Data Contextualization | PSJIRA | Go Green",1.0,True,False,2025-05-15,2025-07-03
BACS-18136,HBS-BACS-The Pentagon Co-ownership: Schema Editor file upload struck with in progress,Fixed,Fixed,High,BACS,Partner Portal: Asset Modelling; Partner Portal: Data Contextualization,BACS_Drop1_GA; HBS_Drop2; HBS_L3_Support; jira_escalated,,PSJIRA,Phoenix,The issue could not be reproduced in production.,The defect was marked as fixed after confirmation from the reporter.,,,,Config-Environment,access issue,"Partner Portal: Asset Modelling, Partner Portal: Data Contextualization | PSJIRA | Phoenix",0.94,True,False,2025-05-15,2025-06-26
BACS-18135,"Titan ordering and creation of SI-Orgs fails for customer which has special characters in ""legal name""",Fixed,Fixed,Urgent,BACS,,"BETA_EU; BMS_Drop2; Betadrop2b,; Drop3.1_Proposed; EU_GA_Plan",,PSJIRA,Partner Portal - Champions,Existing customer validation did not support certain special characters.,"New regex validation was added to support German, Chinese, and other special characters while retaining existing validation.",,"RBM has restrictions on certain special characters like (,), and \{.",,Deployment/Version,unknown,PSJIRA | Partner Portal - Champions,0.89,True,False,2025-05-15,2025-05-20
BACS-18124,HBS-BACS- Migration tool1B is failed for bulk sites,Fixed,Fixed,High,BACS,Partner Portal: Org Site Management,BACS_Drop2_Migration; Drop2,,PSJIRA,Titan,,Issue was verified and resolved in the staging environment.,,,failed,Config-Environment,functional bug,Partner Portal: Org Site Management | PSJIRA | Titan,0.82,True,False,2025-05-15,2025-05-16
BACS-18121,HBS BACS-PoorTool Prediction & High Manual effort during site onboarding (Multiple Sites impacted),Fixed,Fixed,None,BACS,Partner Portal: Data Contextualization,BACS-Defect; HBS_Drop2; Priority57; jira_escalated,,PSJIRA,Data Fabric,,Config file upload and asset creation based on the filled configuration were successful after testing in staging.,"2) Also, the tool does not support bulk ""Ignore"" actions, forcing users to manually ignore 50+ points one by one, which takes a lot of extra time.","Grouping of assets and predicted asset types improved with config file feedback, reducing manual effort.",missing,Config-Environment,configuration issue,Partner Portal: Data Contextualization | PSJIRA | Data Fabric,0.82,True,False,2025-05-15,2025-07-01
BACS-18117,BACS | The Pentagon Co-ownership | Confidence Decrease,Fixed,Fixed,None,BACS,Partner Portal: Data Contextualization,BACS_Drop1_GA; Drop1_GA; HBS_Drop2; HBS_L3_Support; jira_escalated,,PSJIRA,Data Fabric,"Ignored points were excluded from GC calculation, leading to a decrease in the confidence score.",,,"The confidence score decreases when the count of ignored points increases, as they are excluded from GC calculation.",,Logic Correction,unknown,Partner Portal: Data Contextualization | PSJIRA | Data Fabric,0.76,True,False,2025-05-14,2025-06-28
BACS-18115,DF: Search for Asset type is not working,Fixed,Fixed,Medium,BACS,,BMS_Drop2; Betadrop2b; Drop3.3_Proposed; Onboarding_Blocker,,PSJIRA,Phoenix,,Asset Type Search functionality was fixed and verified in the Add Asset screen.,,,,UI-Frontend,functional bug,PSJIRA | Phoenix,0.71,True,False,2025-05-14,2025-06-17
BACS-18114,DF: Assets without Points got orphan and causes multiple issues,Fixed,Fixed,High,BACS,Partner Portal: Asset Modelling,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Data Fabric UI-API,"Orphan assets were not being deleted automatically, causing issues.","Auto-delete functionality for orphan assets was enhanced, and users can now map points to empty assets.",,,not available,Null Handling,environment issue,Partner Portal: Asset Modelling | PSJIRA | Data Fabric UI-API,1.0,True,False,2025-05-14,2025-05-21
BACS-18112,TKK Beta: after successful publish in DF - RBM shows only No Data found for that site,Fixed,Fixed,Urgent,BACS,,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Phoenix,One instance of the onboarding service became unresponsive due to continuous processing.,Behavior was reviewed and addressed as part of the guided modeling workflow.,,App associations were not being removed when points were moved between assets.,,Data Sync-Integration,integration issue,PSJIRA | Phoenix,0.89,True,False,2025-05-14,2025-05-29
BACS-18111,In Asset Life cycle the details are not matching: Flex One,Fixed,Fixed,Medium,BACS,,BETADROP2; BMS_Drop2,,PSJIRA,Spark,,Verified for the Titan model; Niagara software details were referred to a separate issue.,,,,Null Handling,unknown,PSJIRA | Spark,0.71,True,False,2025-05-14,2025-06-19
BACS-18110,Mismatch in the Asset Names: Flex One,Fixed,Fixed,Medium,BACS,,BETADROP2; BMS_Drop2; Drop3.2_Proposed,,PSJIRA,Go Green,,Asset name changes were aligned with the SOM definition for consistency.,,Exhaust Plant and Exhaust Fan were clarified as per SOM definitions.,Mismatch,UI-Frontend,configuration issue,PSJIRA | Go Green,0.77,True,False,2025-05-14,2025-06-17
BACS-18085,HBS-BACS-Hysan Place: EBI Connect App failed showing Provision Detail is invalid,Fixed,Fixed,High,BACS,Connectivity: Connectivity Wizard,BACS_Drop1_GA; SIT_Promotion_pending,,PSJIRA,EBI Connectivity_RANGERS,Provision detail was invalid due to an issue with the manager profile.,Resolution involved running hscconfig and updating the manager password.,Run hscconfig /allpermissions and update the manager password.,The same issue occurred at another site and was resolved by updating the manager password.,failed; ThrowCryptographicException; CryptographicException,Config-Environment,functional bug,Connectivity: Connectivity Wizard | PSJIRA | EBI Connectivity_RANGERS,1.0,True,False,2025-05-14,2025-05-21
BACS-18083,HBS-BACS-Hysan PLace: EBI Connect App showing as failed when new account is entered,Fixed,Fixed,Medium,BACS,Connectivity: Connectivity Wizard,BACS_Drop1_GA,,PSJIRA,Hammer,Issue occurred when a new account was entered in the EBI Connect App.,Tested and verified successful registration after creating a new user and completing the process on the EBI server.,,Issue was resolved by testing the registration process with a new user.,failed; 579; 407; 422; 434; 446,Config-Environment,functional bug,Connectivity: Connectivity Wizard | PSJIRA | Hammer,1.0,True,False,2025-05-14,2025-06-06
BACS-18081,HBS-BACS-UNEArmidale: Migration tool2 is failed to run for this site,Fixed,Fixed,High,BACS,Partner Portal: Org Site Management,BACS_Drop2_Migration,,PSJIRA,Titan,Issue was related to an old EOM format.,Handled and fixed in production.,,The problem was not reproducible due to updates in the EOM format.,failed,Config-Environment,functional bug,Partner Portal: Org Site Management | PSJIRA | Titan,1.0,True,False,2025-05-14,2025-05-16
BACS-18028,Partner Portal are not using English US,Fixed,Fixed,Urgent,BACS,,,,PSJIRA,FL-Ninjas,Localization is not supported; only English is used.,"User management part was resolved, and changes were pushed to the development environment.",,Localization support is not implemented; English is the default language.,,Config-Environment,access issue,PSJIRA | FL-Ninjas,0.89,True,False,2025-05-14,2025-06-24
BACS-18020,HBS - KPI portal outside air temperature is in percentage versus F or C,Fixed,Fixed,Medium,BACS,,BETADROP2; Drop3.1_Proposed; HBS; HBS_Drop2,,PSJIRA,Spotters,Outside air temperature was displayed in percentage instead of Fahrenheit or Celsius.,Issue was assigned for testing and closure after discussions.,,,,Access-Authorization,unknown,PSJIRA | Spotters,0.89,True,False,2025-05-13,2025-06-02
BACS-18018,HBS - Schedules widget shows no schedule even though schedules do exist for the connected EBI,Fixed,Fixed,High,BACS,,Betadrop2b; Drop3.1_Proposed; HBS; HBS_Drop2,,PSJIRA,Go Green,Issue was related to configuration settings.,Comments and screenshots confirmed that the issue was resolved and marked as fixed.,Users were advised to check the calendar icon in the left sidebar for schedules.,,,Config-Environment,configuration issue,PSJIRA | Go Green,0.89,True,False,2025-05-13,2025-05-23
BACS-18014,HBS-BACS: DF showing wrong point count when site is having LON controllers And DF Onboarding getting failed when large number of LON point there,Fixed,Fixed,Urgent,BACS,Partner Portal: Asset Modelling,BACS_Drop1_GA; Drop1_GA; HBS_Drop2; HBS_L3_Support; SiteBlockers; jira_escalated,,PSJIRA,Data Fabric,"LON controllers have different parameters associated with one point, causing issues with the listtag file.","Updated the stored procedure func insert update point details() to handle 138,000 points and resolve timeout issues.",Work on a stored procedure to improve performance was initiated.,The issue involved both database function limitations and data science query failures.,failed; duplicate; timeout,Performance,performance issue,Partner Portal: Asset Modelling | PSJIRA | Data Fabric,1.0,True,False,2025-05-13,2025-07-10
BACS-17980,DF: Incorrect location message box is not understandable - Beta User didn't understand what to do,Fixed,Fixed,Medium,BACS,Partner Portal: Asset Modelling,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.2_Proposed; Onboarding_Blocker,,PSJIRA,Phoenix,Warning message for asset validation was unclear to users.,Warning message text was updated and verified in the staging environment.,"this removes the need for having a validation during publish as all assets will have a location node by default, if user wishes to create spatial hierarchy and assign a different location then user should be able to change the location manually.",Points not assigned to any app do not undergo validation for location.,,UI-Frontend,functional bug,Partner Portal: Asset Modelling | PSJIRA | Phoenix,0.94,True,False,2025-05-13,2025-06-16
BACS-17978,Beta key user could create new customer org but cannot add Users to SI org.,Fixed,Fixed,High,BACS,Partner Portal: User Management,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.2_Proposed; Onboarding_Blocker,,PSJIRA,FL-Warriors,Email was not sent for subscription creation.,"Portfolio manager creation was fixed, and customer/site and user creation were verified as functional.",,Subscription-related email functionality was initially broken.,,Access-Authorization,access issue,Partner Portal: User Management | PSJIRA | FL-Warriors,0.94,True,False,2025-05-13,2025-06-24
BACS-17976,"[Zuora defect] Anniversary invoicing contradicts with ""no autorenewal"" and billing date is not properly displayed",Fixed,Fixed,3 - Normal,BACS,Partner Portal: Subscription,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.3_Proposed; Onboarding_Blocker,,PSJIRA,FL-Ninjas,"Anniversary invoicing contradicted the 'no autorenewal' setting, and billing dates were displayed incorrectly.","Issue was fixed in Zuora, and integration testing was performed in the staging environment.",,The issue was specific to Zuora and did not require development work on the partner portal.,,UI-Frontend,environment issue,Partner Portal: Subscription | PSJIRA | FL-Ninjas,0.94,True,False,2025-05-13,2025-06-18
BACS-17975,Link gateway to site offers SI-Org in listbox,Fixed,Fixed,3 - Normal,BACS,Partner Portal: Gateway Management,Betadrop2b; Onboarding_Blocker,,PSJIRA,FL-Ninjas,,Label and error messages were updated and pushed to SIT for verification.,Users were advised to check in an incognito window or perform a hard refresh if the issue persisted.,,,UI-Frontend,functional bug,Partner Portal: Gateway Management | PSJIRA | FL-Ninjas,0.76,True,False,2025-05-13,2025-05-16
BACS-17950,Issue with data collection. Schedule failure,Fixed,Fixed,High,BACS,Connectivity: Connectivity Wizard,BACS_Drop1_GA; Drop1_GA; Drop3.1_Proposed; HBS; drop2_ea; jira_escalated,,PSJIRA,Zimmer,Data collection schedule failed for non-English sites.,"Fix was included in Connectivity Update 4, which was about to be released.",Reinstallation of specific EBI versions was suggested as a potential fix.,Non-English sites caused delays in testing and issue resolution.,failure; failed,Deployment/Version,functional bug,Connectivity: Connectivity Wizard | PSJIRA | Zimmer,1.0,True,False,2025-05-13,2025-06-04
BACS-17945,HBS-BACS- Migration tool1A is not skipped failed customer in bulk run,Fixed,Fixed,Medium,BACS,Partner Portal: Org Site Management,BACS_Drop2_Migration,,PSJIRA,Titan,Migration tool stopped processing further sites if a failure occurred.,Issue was identified and resolved to ensure the tool skips failed customers during bulk runs.,,,failed; failure,Data Sync-Integration,functional bug,Partner Portal: Org Site Management | PSJIRA | Titan,1.0,True,False,2025-05-12,2025-06-11
BACS-17944,HBS-BACS-Canadian Specialist Hospital: Tool1A migration tool is failed from CB to RBM if customer already exist in RBM,Fixed,Fixed,High,BACS,Partner Portal: Org Site Management,BACS_Drop2_Migration; HBS_Drop2; HBS_L3_Support; Priority57,,PSJIRA,Titan,Tool1A failed to migrate customers if they already existed in RBM.,A new tool was developed and executed by DigiOps to identify and link customers with the same names in RBM and CB.,,,failed; 521; 523; 568; API failure; InternalServerError,Deployment/Version,functional bug,Partner Portal: Org Site Management | PSJIRA | Titan,1.0,True,False,2025-05-12,2025-06-20
BACS-17935,HBS-BACS: AOC users getting issue in creating Org hierarchy in partner portal,Fixed,Fixed,High,BACS,Partner Portal: Org Site Management,BACS_Drop1_GA; Drop1_GA,,PSJIRA,Partner Portal - Legends,,"Issue was resolved, and the functionality was confirmed to work in the QAA environment.",,,,Config-Environment,environment issue,Partner Portal: Org Site Management | PSJIRA | Partner Portal - Legends,0.76,True,False,2025-05-12,2025-05-19
BACS-17913,DF - Gateway is not showing up in Data Fabric - Bonotto [Due to character '],Fixed,Fixed,High,BACS,Partner Portal: Gateway Management; Partner Portal: Org Site Management,BETA_EU; BMS_Drop2; Betadrop2b; DataFabric; Drop3.2_Proposed; EU_GA_Plan; NoFF; Onboarding_Blocker,,PSJIRA,Partner Portal - Legends,Gateway was not showing up due to the presence of a special character (').,Drop plan was changed to version 3.2 to align with the release.,"For now till May 30th, current behavior will continue.",Special characters in customer and site creation caused the issue.,512; not available,UI-Frontend,environment issue,"Partner Portal: Gateway Management, Partner Portal: Org Site Management | PSJIRA | Partner Portal - Legends",1.0,True,False,2025-05-12,2025-06-19
BACS-17904,BACS | Mercury Gold Hotel | Schema import issue,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling,HBS_Drop2; Internal_Drop2; jira_escalated,,PSJIRA,Phoenix,There was a defect from the DE side affecting CSOM import functionality.,"Verified adding a new custom data with CSOM in production, and it worked correctly.","We have checked the DE job, initially there is no run present for this customer id in the job but when we ran it manually then we are able to see the details.",CSOM import issue was resolved in production after addressing the defect.,not reflecting; failed; not available,Access-Authorization,access issue,Partner Portal: Asset Modelling | PSJIRA | Phoenix,1.0,True,False,2025-05-12,2025-06-17
BACS-17864,History configuration-Partner portal,Fixed,Fixed,High,BACS,Partner Portal: Asset Modelling,betadrop2b,,PSJIRA,Phoenix,,,,,,Config-Environment,configuration issue,Partner Portal: Asset Modelling | PSJIRA | Phoenix,0.43,True,False,2025-05-09,2025-05-14
BACS-17860,Niagra Remote,Fixed,Fixed,None,BACS,,Betadrop2b,,PSJIRA,Spotters,,,,,,Config-Environment,unknown,PSJIRA | Spotters,0.38,True,False,2025-05-09,2025-05-13
BACS-17858,"BACS: After running Tool 1B(User Mapping) for ""Longbay Forensic Hospital"" customer site, we identified that for 9 users 'Portfolio Operator' role is assigned instead of 'Monitor' role.",Fixed,Fixed,None,BACS,Partner Portal: User Management,DigitalOps,,PSJIRA,,,Modified changes were handed over on 9th May at 8 pm IST.,,,,Access-Authorization,access issue,Partner Portal: User Management | PSJIRA,0.76,True,False,2025-05-09,2025-07-01
BACS-17855,BACS | MovenPick Hotel Jumeirah Beach | All points IgnoresPointRole Name Issue,Fixed,Fixed,None,BACS,Partner Portal: Asset Modelling,HBS_Drop2; jira_escalated,,PSJIRA,Phoenix,,"Issue was not reproducible in staging or production environments, and was closed with the current behavior.",Map manually all the points to ignored roles and apply random filters to reproduce the issue by the time [user]  comes back.,Points retain their roles even if ignored.,,Config-Environment,access issue,Partner Portal: Asset Modelling | PSJIRA | Phoenix,0.76,True,False,2025-05-09,2025-06-17
BACS-17629,DF - manual / automated selection dialog is empty in localized browser,Fixed,Fixed,Urgent,BACS,,"BB2,; BETA_EU; Betadrop2b; DataFabric; MustFix; Onboarding_Blocker",,PSJIRA,Phoenix,Localized browsers were showing empty dialogs due to untranslated strings.,Strings were updated to show default English language if translations were unavailable.,,Localized browsers default to English when translations are missing.,,Null Handling,environment issue,PSJIRA | Phoenix,0.89,True,False,2025-05-08,2025-05-13
BACS-17581,One honeywell user is added by default to each new Partner Org,Fixed,Fixed,Medium,BACS,,BETA_EU; Betadrop2b; MustFix; Onboarding_Blocker; TitanSKU,,PSJIRA,Partner Portal - Legends,Existing integration design of Zuora and Partner portal automatically adds a Honeywell user with SIAdmin role.,Issue was reviewed and marked for resolution as part of Drop2 GA.,,,,Data Sync-Integration,integration issue,PSJIRA | Partner Portal - Legends,0.89,True,False,2025-05-08,2025-05-14
BACS-17580,"Successful registered gateway from TKK showe ""not authorized"" error for remote Connnect",Fixed,Fixed,High,BACS,,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Yoda,"Site-to-GW mapping was not done, causing 'not authorized' error for remote connection.",Short-term fix disables forge remote and displays a message if Site-to-GW mapping is not done.,Disable forge remote and display a message if Site-to-GW mapping is missing.,,not associated; Duplicate,UI-Frontend,access issue,PSJIRA | Yoda,0.95,True,False,2025-05-08,2025-05-27
BACS-17574,"After successful registration ""empty"" create new gateway screes stays open - customer does not know what to do next..",Fixed,Fixed,High,BACS,,BETA_EU; BMS_Drop2; Betadrop2b; Drop3; Drop3.2_Proposed; Onboarding_Blocker,,PSJIRA,Partner Portal - Champions,"After gateway registration, users were not redirected to the Gateway page, leaving them unsure of next steps.",A new confirmation modal was added after successful device creation.,,UX improvement was implemented to guide users after gateway registration.,Failure,UI-Frontend,environment issue,PSJIRA | Partner Portal - Champions,0.95,True,False,2025-05-08,2025-05-27
BACS-17572,After Beta order of TKK Beta csutomer- SI Orgs are duplicate in Admin portal,Fixed,Fixed,Urgent,BACS,,BETA_EU; Betadrop2b; MustFix; Onboarding_Blocker,,PSJIRA,Spotters,Duplicate SI org and user entries were created in the database due to simultaneous subscription creation.,Issue was fixed and reviewed for Drop2 GA.,,,duplicate,Data Cleanup,data issue,PSJIRA | Spotters,0.95,True,False,2025-05-08,2025-05-14
BACS-17567,Titan : 3 and 5 year subscription options are not available in combobox anymore,Fixed,Fixed,High,BACS,,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker; TitanSKU,,PSJIRA,CS_Crossfunctional,,Text in the combobox was updated in the May 29th production release.,,Text mismatch in combobox options was resolved.,not available,UI-Frontend,configuration issue,PSJIRA | CS_Crossfunctional,0.77,True,False,2025-05-08,2025-05-30
BACS-17565,DF: Cannot hide ignored points - loosing overview [Filter required for unignored points in asset page],Fixed,Fixed,Urgent,BACS,Partner Portal: Asset Modelling,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,Phoenix,,Filter for unignored points was added under 'Show Data By' in Datafabric Dashboard version 23.8.560.,,Unassigned points and assets are now displayed correctly in the dashboard.,560; 563,UI-Frontend,environment issue,Partner Portal: Asset Modelling | PSJIRA | Phoenix,0.82,True,False,2025-05-08,2025-05-13
BACS-17556,DF: after manual Onboarded there appeared a wrong error message [Text change],Fixed,Fixed,Medium,BACS,Partner Portal: Asset Modelling,BETA_EU; Betadrop2b; Onboarding_Blocker,,PSJIRA,Phoenix,A warning message was displayed incorrectly after manual onboarding.,Warning message was removed for manual modeling selection.,For now marking it as duplicate of [url],,duplicate; failed,Workaround-Manual,data issue,Partner Portal: Asset Modelling | PSJIRA | Phoenix,1.0,True,False,2025-05-08,2025-05-15
BACS-17555,Datafabric: Onboarding takes too long time - 20mins!! without any feedback,Fixed,Fixed,Urgent,BACS,Partner Portal: Asset Modelling; Partner Portal: Data Contextualization,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.3_Proposed; EU_GA_Plan; Onboarding_Blocker; Priority57,,PSJIRA,Data Fabric,Onboarding process took too long without feedback.,,Manual modeling was suggested as an alternative.,Onboarding time was reduced to 8 minutes in the EU environment.,,UI-Frontend,environment issue,"Partner Portal: Asset Modelling, Partner Portal: Data Contextualization | PSJIRA | Data Fabric",0.76,True,False,2025-05-08,2025-08-13
BACS-17552,DF - point roles unclear [ Documentation/ Training need] ( Modelling for most common points in a web page),Fixed,Fixed,High,BACS,Partner Portal: Asset Modelling,BETA_EU; BMS_Drop2; Betadrop2b; DataFabric; Drop3.1_Proposed; EU_GA_Plan; Onboarding_Blocker,,PSJIRA,Phoenix,,Help documentation was updated with configurations and point roles for sensor health and outside air widget.,,Help button now opens a modal with documentation tabs displaying content correctly.,,UI-Frontend,access issue,Partner Portal: Asset Modelling | PSJIRA | Phoenix,0.76,True,False,2025-05-08,2025-06-02
BACS-17551,Datafabric: Customer wants both - manual modeling AND automated - NOT decide for one or other,Fixed,Fixed,High,BACS,,BETA_EU; BMS_Drop2; Betadrop2b; Drop3.2_Proposed; Onboarding_Blocker; RISK,,PSJIRA,Phoenix,Restrictions prevented switching between manual and automated modeling modes.,Users can now switch between manual and automated modeling modes after delta sync.,,Contextualization works for delta points synced after switching modes.,,Data Sync-Integration,integration issue,PSJIRA | Phoenix,0.89,True,False,2025-05-08,2025-06-17
BACS-17550,DF - Area configuration,Fixed,Fixed,Normal,BACS,Partner Portal: Asset Modelling,BETA_EU; Betadrop2b; DataFabric; Drop3.3_Proposed; MustFix; Onboarding_Blocker,,PSJIRA,Phoenix,,Area configuration issue was resolved and verified in staging environment.,,,,Config-Environment,configuration issue,Partner Portal: Asset Modelling | PSJIRA | Phoenix,0.76,True,False,2025-05-08,2025-05-27
BACS-17548,Gateway type info is usesless in Site list page,Fixed,Fixed,Medium,BACS,,BETA_EU; Betadrop2b; Drop3; Onboarding_Blocker; Pending_PROD_Promotion; UXDepedency,,PSJIRA,Partner Portal - Legends,Gateway Type information was not displayed meaningfully in the sites list view.,Implemented a GatewayInfo column that opens the gateway details context screen when clicked.,,The issue was verified in staging and production environments before deployment.,,UI-Frontend,environment issue,PSJIRA | Partner Portal - Legends,0.89,True,False,2025-05-08,2025-06-17
